109 		23 		3
151 		327 		3
361 		346 		3
143 		311 		3
155 		37 		3
217 		310 		3
327 		274 		3
73 		343 		3
94 		181 		3
109 		168 		3
176 		211 		3
162 		96 		3
55 		168 		3
280 		179 		3
82 		284 		3
172 		389 		3
331 		181 		3
58 		100 		3
230 		208 		3
219 		346 		3
340 		291 		3
170 		215 		3
67 		165 		3
238 		285 		3
241 		377 		3
213 		195 		3
139 		272 		3
200 		107 		3
194 		5 		3
212 		179 		3
309 		307 		3
241 		376 		3
-1 		339 		3
303 		171 		3
135 		518 		3
44 		222 		3
298 		266 		3
70 		373 		3
367 		320 		3
215 		209 		3
288 		421 		3
327 		292 		3
132 		157 		3
258 		327 		3
132 		271 		3
223 		254 		3
222 		157 		3
344 		356 		3
114 		325 		3
191 		172 		3
230 		108 		3
178 		234 		3
174 		261 		3
191 		279 		3
142 		189 		3
393 		218 		3
297 		103 		3
265 		222 		3
189 		249 		3
208 		354 		3
281 		362 		3
157 		394 		3
111 		378 		3
316 		217 		3
151 		321 		3
64 		280 		3
127 		223 		3
269 		253 		3
54 		249 		3
178 		347 		3
141 		450 		3
365 		244 		3
110 		376 		3
247 		106 		3
73 		245 		3
168 		318 		3
158 		297 		3
231 		259 		3
67 		249 		3
-17 		459 		3
293 		259 		3
336 		442 		3
76 		217 		3
37 		233 		3
161 		166 		3
191 		226 		3
325 		277 		3
204 		315 		3
89 		405 		3
4 		295 		3
175 		289 		3
96 		308 		3
339 		323 		3
325 		355 		3
273 		175 		3
262 		332 		3
240 		277 		3
94 		531 		3
281 		375 		3
306 		291 		3
110 		352 		3
177 		294 		3
239 		401 		3
389 		314 		3
287 		385 		3
196 		272 		3
215 		167 		3
176 		419 		3
307 		362 		3
200 		311 		3
196 		334 		3
148 		210 		3
234 		208 		3
108 		214 		3
168 		386 		3
76 		406 		3
181 		329 		3
153 		157 		3
95 		371 		3
258 		470 		3
163 		271 		3
124 		394 		3
165 		273 		3
192 		455 		3
256 		246 		3
376 		189 		3
444 		334 		3
195 		318 		3
182 		345 		3
165 		96 		3
270 		367 		3
408 		248 		3
64 		306 		3
175 		333 		3
307 		266 		3
35 		366 		3
213 		325 		3
51 		317 		3
248 		362 		3
277 		250 		3
37 		273 		3
61 		199 		3
377 		379 		3
193 		167 		3
242 		266 		3
220 		419 		3
92 		306 		3
33 		421 		3
114 		327 		3
184 		277 		3
230 		244 		3
255 		427 		3
220 		325 		3
113 		374 		3
314 		163 		3
229 		217 		3
251 		144 		3
135 		370 		3
288 		527 		3
279 		237 		3
222 		416 		3
140 		380 		3
194 		445 		3
171 		190 		3
211 		392 		3
283 		251 		3
71 		322 		3
63 		440 		3
182 		289 		3
24 		404 		3
232 		363 		3
249 		463 		3
245 		303 		3
226 		197 		3
371 		326 		3
149 		321 		3
128 		265 		3
82 		297 		3
175 		427 		3
88 		375 		3
399 		320 		3
228 		321 		3
423 		163 		3
250 		266 		3
171 		298 		3
165 		146 		3
-3 		319 		3
265 		458 		3
283 		157 		3
322 		360 		3
237 		296 		3
68 		224 		3
240 		237 		3
285 		157 		3
203 		215 		3
56 		309 		3
156 		350 		3
91 		228 		3
196 		333 		3
153 		238 		3
72 		172 		3
148 		353 		3
64 		326 		3
106 		151 		3
142 		210 		3
269 		424 		3
426 		317 		3
270 		424 		3
279 		449 		3
84 		219 		3
167 		225 		3
264 		406 		3
221 		302 		3
129 		302 		3
276 		347 		3
320 		339 		3
276 		332 		3
99 		247 		3
271 		283 		3
184 		286 		3
234 		297 		3
273 		464 		3
83 		113 		3
362 		195 		3
146 		94 		3
205 		260 		3
160 		410 		3
147 		179 		3
149 		662 		3
380 		376 		3
113 		455 		3
136 		240 		3
156 		184 		3
313 		260 		3
191 		463 		3
268 		481 		3
105 		261 		3
142 		149 		3
89 		269 		3
353 		269 		3
51 		287 		3
225 		502 		3
394 		229 		3
233 		165 		3
218 		247 		3
210 		318 		3
140 		208 		3
224 		274 		3
185 		141 		3
272 		306 		3
125 		393 		3
281 		292 		3
145 		294 		3
324 		178 		3
265 		535 		3
200 		336 		3
231 		291 		3
165 		237 		3
182 		388 		3
158 		251 		3
317 		212 		3
317 		340 		3
366 		427 		3
169 		123 		3
50 		349 		3
29 		349 		3
201 		278 		3
386 		582 		3
133 		331 		3
95 		495 		3
150 		219 		3
14 		253 		3
162 		151 		3
302 		342 		3
296 		183 		3
293 		296 		3
349 		340 		3
226 		439 		3
42 		179 		3
201 		291 		3
226 		478 		3
137 		43 		3
209 		267 		3
98 		359 		3
115 		336 		3
145 		274 		3
238 		559 		3
90 		371 		3
55 		290 		3
380 		308 		3
167 		294 		3
17 		273 		3
132 		354 		3
214 		499 		3
206 		277 		3
247 		182 		3
288 		302 		3
259 		294 		3
323 		262 		3
31 		449 		3
340 		197 		3
121 		124 		3
220 		153 		3
66 		152 		3
513 		188 		3
88 		324 		3
223 		288 		3
375 		169 		3
162 		230 		3
343 		331 		3
200 		53 		3
144 		154 		3
304 		163 		3
152 		178 		3
232 		169 		3
346 		257 		3
173 		180 		3
326 		281 		3
179 		374 		3
148 		275 		3
95 		342 		3
278 		179 		3
296 		306 		3
209 		418 		3
203 		150 		3
263 		481 		3
145 		309 		3
330 		406 		3
252 		213 		3
117 		386 		3
309 		284 		3
297 		102 		3
183 		294 		3
260 		328 		3
253 		448 		3
255 		264 		3
227 		225 		3
110 		425 		3
170 		252 		3
173 		434 		3
281 		305 		3
29 		340 		3
259 		250 		3
225 		264 		3
349 		360 		3
145 		457 		3
48 		432 		3
168 		438 		3
330 		192 		3
305 		130 		3
115 		392 		3
256 		59 		3
410 		421 		3
173 		316 		3
179 		353 		3
167 		473 		3
190 		287 		3
295 		132 		3
364 		440 		3
171 		343 		3
67 		21 		3
95 		326 		3
227 		313 		3
106 		232 		3
156 		136 		3
194 		216 		3
153 		347 		3
240 		386 		3
211 		436 		3
183 		307 		3
225 		447 		3
164 		322 		3
373 		196 		3
241 		325 		3
194 		238 		3
-1 		325 		3
61 		245 		3
118 		234 		3
286 		387 		3
237 		335 		3
120 		168 		3
99 		209 		3
327 		26 		3
190 		311 		3
197 		201 		3
162 		303 		3
250 		90 		3
317 		313 		3
200 		342 		3
449 		549 		3
333 		179 		3
193 		474 		3
80 		472 		3
246 		468 		3
241 		207 		3
123 		461 		3
131 		196 		3
139 		259 		3
162 		257 		3
147 		324 		3
289 		328 		3
451 		233 		3
324 		232 		3
373 		311 		3
105 		324 		3
268 		331 		3
-13 		180 		3
177 		298 		3
38 		320 		3
113 		125 		3
361 		382 		3
299 		308 		3
223 		437 		3
102 		328 		3
277 		297 		3
280 		366 		3
278 		259 		3
73 		178 		3
28 		214 		3
220 		231 		3
328 		70 		3
260 		231 		3
306 		492 		3
177 		132 		3
280 		438 		3
222 		313 		3
394 		149 		3
122 		323 		3
207 		155 		3
220 		303 		3
186 		390 		3
301 		313 		3
85 		368 		3
116 		271 		3
149 		239 		3
147 		173 		3
286 		440 		3
224 		418 		3
264 		325 		3
196 		388 		3
237 		318 		3
362 		207 		3
253 		447 		3
261 		376 		3
284 		490 		3
37 		37 		3
365 		340 		3
392 		195 		3
105 		240 		3
120 		489 		3
91 		285 		3
125 		267 		3
122 		158 		3
266 		216 		3
192 		163 		3
247 		308 		3
159 		295 		3
-32 		254 		3
314 		367 		3
184 		368 		3
235 		187 		3
231 		312 		3
332 		378 		3
182 		314 		3
105 		370 		3
217 		221 		3
46 		296 		3
145 		252 		3
340 		193 		3
177 		375 		3
252 		394 		3
189 		269 		3
190 		220 		3
100 		198 		3
111 		428 		3
159 		292 		3
263 		336 		3
209 		351 		3
203 		447 		3
212 		501 		3
228 		163 		3
7 		225 		3
181 		287 		3
377 		382 		3
291 		194 		3
43 		251 		3
146 		260 		3
379 		297 		3
212 		465 		3
185 		104 		3
200 		234 		3
279 		198 		3
148 		405 		3
229 		403 		3
403 		345 		3
165 		472 		3
241 		456 		3
186 		285 		3
154 		455 		3
290 		302 		3
176 		371 		3
210 		428 		3
146 		157 		3
200 		160 		3
275 		213 		3
153 		314 		3
463 		445 		3
275 		408 		3
264 		368 		3
163 		232 		3
236 		491 		3
111 		152 		3
143 		276 		3
86 		361 		3
82 		68 		3
101 		496 		3
345 		207 		3
147 		278 		3
207 		417 		3
233 		302 		3
148 		194 		3
1 		377 		3
207 		399 		3
-2 		232 		3
231 		463 		3
129 		268 		3
213 		284 		3
136 		270 		3
190 		402 		3
257 		479 		3
213 		299 		3
315 		318 		3
342 		271 		3
407 		148 		3
34 		498 		3
150 		196 		3
261 		175 		3
91 		284 		3
132 		333 		3
265 		331 		3
135 		262 		3
113 		400 		3
353 		294 		3
124 		489 		3
169 		454 		3
211 		259 		3
248 		378 		3
306 		440 		3
238 		348 		3
181 		443 		3
131 		288 		3
214 		404 		3
-70 		343 		3
235 		306 		3
110 		279 		3
56 		328 		3
109 		232 		3
378 		367 		3
270 		207 		3
171 		493 		3
181 		175 		3
287 		478 		3
115 		407 		3
211 		416 		3
315 		320 		3
260 		454 		3
144 		281 		3
96 		492 		3
142 		254 		3
221 		317 		3
263 		225 		3
121 		151 		3
263 		365 		3
372 		212 		3
97 		428 		3
205 		159 		3
244 		373 		3
364 		323 		3
172 		433 		3
249 		462 		3
210 		54 		3
124 		375 		3
229 		296 		3
174 		390 		3
308 		229 		3
186 		137 		3
-30 		276 		3
89 		364 		3
207 		348 		3
92 		337 		3
152 		545 		3
213 		231 		3
292 		399 		3
204 		343 		3
119 		311 		3
