341 		348 		3
274 		275 		3
242 		345 		3
263 		294 		3
141 		199 		3
293 		166 		3
-25 		416 		3
170 		280 		3
281 		505 		3
40 		320 		3
196 		320 		3
242 		239 		3
161 		240 		3
150 		367 		3
267 		301 		3
273 		293 		3
256 		214 		3
92 		482 		3
90 		233 		3
343 		169 		3
267 		250 		3
257 		527 		3
68 		277 		3
227 		393 		3
169 		115 		3
207 		270 		3
75 		251 		3
67 		212 		3
151 		489 		3
87 		282 		3
234 		281 		3
258 		423 		3
198 		201 		3
117 		367 		3
89 		253 		3
263 		231 		3
85 		155 		3
-179 		188 		3
271 		363 		3
202 		221 		3
165 		181 		3
289 		178 		3
288 		288 		3
130 		293 		3
172 		123 		3
200 		464 		3
18 		209 		3
198 		402 		3
186 		444 		3
121 		348 		3
211 		216 		3
456 		301 		3
266 		329 		3
272 		286 		3
48 		349 		3
151 		299 		3
78 		88 		3
256 		347 		3
272 		83 		3
147 		277 		3
267 		426 		3
85 		323 		3
116 		436 		3
99 		208 		3
101 		323 		3
121 		111 		3
221 		237 		3
184 		69 		3
187 		251 		3
125 		408 		3
226 		385 		3
180 		308 		3
251 		202 		3
135 		274 		3
194 		338 		3
138 		281 		3
440 		292 		3
289 		371 		3
91 		266 		3
262 		433 		3
197 		338 		3
143 		450 		3
77 		379 		3
77 		328 		3
216 		299 		3
118 		493 		3
106 		166 		3
192 		403 		3
157 		378 		3
177 		279 		3
214 		296 		3
388 		366 		3
248 		277 		3
320 		331 		3
124 		253 		3
306 		264 		3
244 		163 		3
131 		401 		3
267 		308 		3
371 		160 		3
281 		299 		3
209 		350 		3
202 		370 		3
222 		348 		3
223 		340 		3
225 		115 		3
134 		357 		3
164 		347 		3
47 		279 		3
244 		382 		3
136 		306 		3
321 		349 		3
172 		256 		3
93 		305 		3
88 		472 		3
156 		367 		3
203 		288 		3
190 		169 		3
268 		455 		3
239 		216 		3
207 		241 		3
56 		387 		3
202 		332 		3
189 		132 		3
210 		363 		3
141 		312 		3
293 		388 		3
202 		346 		3
227 		266 		3
128 		304 		3
227 		337 		3
-2 		267 		3
204 		187 		3
242 		224 		3
155 		238 		3
224 		61 		3
143 		230 		3
144 		239 		3
-22 		254 		3
57 		325 		3
305 		283 		3
184 		75 		3
487 		421 		3
247 		306 		3
-97 		501 		3
228 		156 		3
258 		530 		3
127 		359 		3
149 		417 		3
311 		328 		3
187 		269 		3
96 		258 		3
328 		296 		3
314 		411 		3
208 		279 		3
296 		202 		3
254 		208 		3
138 		408 		3
192 		216 		3
176 		287 		3
376 		293 		3
211 		378 		3
291 		385 		3
98 		360 		3
75 		263 		3
272 		307 		3
-30 		301 		3
320 		290 		3
335 		341 		3
218 		350 		3
112 		257 		3
106 		265 		3
237 		417 		3
83 		406 		3
137 		314 		3
99 		267 		3
177 		387 		3
113 		223 		3
148 		250 		3
353 		419 		3
53 		464 		3
125 		457 		3
322 		153 		3
236 		370 		3
323 		321 		3
291 		160 		3
45 		299 		3
200 		270 		3
99 		250 		3
115 		240 		3
116 		203 		3
145 		348 		3
233 		249 		3
191 		375 		3
302 		222 		3
187 		208 		3
129 		199 		3
320 		279 		3
141 		206 		3
168 		277 		3
197 		350 		3
295 		125 		3
308 		256 		3
135 		365 		3
195 		326 		3
314 		242 		3
49 		165 		3
256 		473 		3
197 		346 		3
258 		263 		3
211 		141 		3
281 		355 		3
498 		203 		3
417 		382 		3
200 		281 		3
395 		342 		3
-22 		328 		3
219 		417 		3
294 		229 		3
219 		359 		3
144 		224 		3
76 		80 		3
100 		256 		3
274 		365 		3
172 		398 		3
43 		304 		3
190 		287 		3
214 		407 		3
197 		217 		3
261 		274 		3
-47 		172 		3
241 		226 		3
329 		127 		3
90 		485 		3
393 		274 		3
309 		291 		3
216 		427 		3
166 		416 		3
238 		227 		3
78 		-77 		3
208 		254 		3
40 		266 		3
174 		336 		3
235 		206 		3
42 		290 		3
89 		420 		3
74 		292 		3
117 		141 		3
320 		204 		3
220 		132 		3
172 		362 		3
316 		170 		3
101 		253 		3
-4 		284 		3
164 		433 		3
132 		396 		3
289 		379 		3
7 		388 		3
160 		425 		3
189 		342 		3
238 		221 		3
388 		277 		3
27 		224 		3
82 		137 		3
117 		284 		3
325 		213 		3
187 		214 		3
347 		224 		3
160 		280 		3
215 		189 		3
378 		295 		3
436 		336 		3
47 		196 		3
88 		259 		3
158 		387 		3
261 		295 		3
96 		281 		3
216 		201 		3
-53 		312 		3
228 		216 		3
264 		239 		3
289 		402 		3
320 		330 		3
301 		469 		3
0 		148 		3
328 		409 		3
200 		154 		3
321 		236 		3
282 		241 		3
64 		471 		3
152 		410 		3
280 		359 		3
324 		338 		3
245 		471 		3
365 		281 		3
260 		260 		3
152 		344 		3
233 		346 		3
-11 		248 		3
133 		241 		3
188 		126 		3
132 		309 		3
150 		296 		3
348 		243 		3
107 		243 		3
187 		325 		3
207 		191 		3
136 		185 		3
357 		300 		3
188 		205 		3
128 		249 		3
183 		142 		3
218 		334 		3
138 		255 		3
183 		63 		3
132 		340 		3
197 		367 		3
242 		311 		3
188 		434 		3
378 		391 		3
36 		305 		3
213 		272 		3
227 		251 		3
199 		424 		3
244 		301 		3
222 		463 		3
274 		126 		3
317 		230 		3
331 		389 		3
191 		333 		3
281 		406 		3
444 		76 		3
4 		337 		3
163 		336 		3
299 		288 		3
365 		241 		3
222 		338 		3
213 		622 		3
258 		409 		3
36 		236 		3
348 		225 		3
243 		414 		3
128 		355 		3
163 		309 		3
186 		378 		3
111 		315 		3
174 		349 		3
207 		366 		3
172 		549 		3
252 		307 		3
204 		190 		3
181 		278 		3
265 		274 		3
46 		317 		3
121 		277 		3
215 		384 		3
224 		224 		3
78 		333 		3
132 		399 		3
247 		383 		3
236 		217 		3
120 		456 		3
377 		245 		3
16 		277 		3
138 		268 		3
186 		243 		3
252 		366 		3
58 		163 		3
180 		375 		3
230 		255 		3
220 		308 		3
13 		380 		3
67 		426 		3
112 		309 		3
138 		248 		3
271 		362 		3
386 		351 		3
256 		336 		3
300 		343 		3
164 		246 		3
242 		272 		3
367 		491 		3
160 		378 		3
320 		481 		3
28 		288 		3
223 		361 		3
310 		515 		3
49 		464 		3
68 		287 		3
236 		242 		3
3 		177 		3
269 		220 		3
202 		471 		3
157 		287 		3
246 		192 		3
170 		150 		3
159 		32 		3
388 		433 		3
50 		166 		3
167 		172 		3
260 		307 		3
355 		247 		3
55 		322 		3
368 		257 		3
304 		177 		3
170 		307 		3
40 		343 		3
288 		239 		3
224 		82 		3
2 		75 		3
-50 		298 		3
89 		267 		3
195 		477 		3
287 		358 		3
-40 		295 		3
99 		271 		3
251 		399 		3
371 		410 		3
136 		429 		3
49 		355 		3
157 		167 		3
107 		233 		3
223 		145 		3
277 		430 		3
143 		344 		3
141 		386 		3
139 		338 		3
428 		172 		3
243 		329 		3
270 		260 		3
161 		548 		3
205 		354 		3
208 		333 		3
348 		348 		3
68 		281 		3
167 		66 		3
58 		392 		3
159 		348 		3
184 		391 		3
196 		370 		3
171 		110 		3
224 		430 		3
61 		261 		3
205 		310 		3
145 		327 		3
253 		335 		3
219 		227 		3
260 		101 		3
232 		467 		3
92 		290 		3
271 		247 		3
167 		207 		3
246 		127 		3
38 		160 		3
266 		244 		3
113 		438 		3
92 		372 		3
113 		325 		3
221 		535 		3
189 		310 		3
168 		286 		3
138 		483 		3
197 		204 		3
88 		398 		3
184 		317 		3
226 		449 		3
119 		137 		3
-25 		303 		3
288 		177 		3
